Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.6875,0.20884519815444946,1.0,0.7307692766189575,0.7115384936332703,0.951923131942749,0.7960526347160339,0.9567307829856873,0.39320388436317444,0.4447115659713745,0.8437500596046448,0.02998134307563305,17.632436603074893,0.023763734847307205
0.7043269276618958,0.15479114651679993,1.0,0.7427884936332703,0.7043269276618958,0.951923131942749,0.7894737124443054,0.9759615659713745,0.3883495330810547,0.4302884638309479,0.8653846383094788,0.041308918967843056,18.507238112622872,0.0355120413005352
0.7139423489570618,0.17690417170524597,1.0,0.7379807829856873,0.7043269276618958,0.9447115659713745,0.7850877046585083,0.9687500596046448,0.4199029207229614,0.4687500298023224,0.889423131942749,0.02390628680586815,17.776889112778008,0.019120417535305023
0.7067307829856873,0.11793611943721771,1.0,0.7524038553237915,0.6947115659713745,0.942307710647583,0.7324561476707458,0.9711538553237915,0.39077669382095337,0.41586539149284363,0.858173131942749,0.012676104437559843,17.814193533500656,0.015281401574611664
0.692307710647583,0.17690417170524597,1.0,0.7668269276618958,0.6995192766189575,0.9399038553237915,0.7368420958518982,0.9807692766189575,0.45388349890708923,0.4062500298023224,0.8653846383094788,0.01880047656595707,18.69229730486404,0.0169606264680624
0.6201923489570618,0.16461916267871857,1.0,0.7451923489570618,0.7259615659713745,0.9567307829856873,0.7543859481811523,0.978365421295166,0.40291261672973633,0.4350961744785309,0.8750000596046448,0.018948044627904892,18.409482738934457,0.016517629846930504
0.6826923489570618,0.15233415365219116,1.0,0.728365421295166,0.7067307829856873,0.9495192766189575,0.780701756477356,0.9759615659713745,0.40048542618751526,0.4663461744785309,0.8677884936332703,0.03519978001713753,17.968722688499838,0.028491217643022537
0.6682692766189575,0.15479114651679993,1.0,0.7668269276618958,0.7043269276618958,0.9302884936332703,0.7214912176132202,0.9663462042808533,0.3883495330810547,0.29086539149284363,0.8677884936332703,0.01788162626326084,19.053342287428677,0.013843337073922157
0.701923131942749,0.1818181723356247,1.0,0.7451923489570618,0.7043269276618958,0.9543269872665405,0.75,0.9711538553237915,0.48786407709121704,0.49038463830947876,0.8750000596046448,0.014818152878433466,17.91257446585223,0.012273482047021389
0.6995192766189575,0.13022112846374512,1.0,0.7355769276618958,0.692307710647583,0.9567307829856873,0.7828947305679321,0.9543269872665405,0.42718446254730225,0.5072115659713745,0.879807710647583,0.018492968752980232,16.973840824794024,0.01526402123272419
