Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.644908607006073,0.1565934121608734,0.9347258806228638,0.7362924218177795,0.6422976851463318,0.8590078353881836,0.7050359845161438,0.9164491295814514,0.3103448152542114,0.3916449248790741,0.8224543333053589,0.03223557211458683,20.42716116271913,0.02822503075003624
0.6553524732589722,0.10164835304021835,0.939947783946991,0.7415143847465515,0.6657963395118713,0.9033942818641663,0.7098321318626404,0.9295039176940918,0.29708221554756165,0.37859007716178894,0.8250653147697449,0.038195736706256866,20.573122281581163,0.035071924328804016
0.6266318559646606,0.11263736337423325,0.9556136131286621,0.7545691728591919,0.647519588470459,0.8877284526824951,0.6930455565452576,0.9190600514411926,0.336870014667511,0.4229764938354492,0.8328981995582581,0.025638713501393795,20.828983425162733,0.021599888801574707
0.647519588470459,0.07967033237218857,0.9582245349884033,0.770235002040863,0.6631854176521301,0.8642297983169556,0.661870539188385,0.9268929362297058,0.3236074149608612,0.3498694598674774,0.8198433518409729,0.01224662410095334,20.508649159688503,0.014804220758378506
0.6161879897117615,0.15109890699386597,0.8903394341468811,0.7467362880706787,0.6736292243003845,0.8328981995582581,0.6546762585639954,0.9347258806228638,0.35013261437416077,0.33942559361457825,0.8381201028823853,0.016847881488502026,21.127953509800136,0.01610267162322998
0.5352480411529541,0.10989011079072952,0.9582245349884033,0.7415143847465515,0.6422976851463318,0.8798955678939819,0.6906474828720093,0.8877284526824951,0.29177719354629517,0.3838120102882385,0.835509181022644,0.021129576489329338,20.85326605848968,0.01707024686038494
0.6553524732589722,0.10164835304021835,0.9660574793815613,0.7389034032821655,0.6422976851463318,0.8877284526824951,0.6834532618522644,0.9295039176940918,0.3103448152542114,0.41514360904693604,0.8146214485168457,0.04359663836658001,20.247360995039344,0.03339457884430885
0.5718016028404236,0.11813186854124069,0.9582245349884033,0.7571801543235779,0.6187989711761475,0.8381201028823853,0.6235012412071228,0.9033942818641663,0.29708221554756165,0.2584856450557709,0.8172323703765869,0.02055523730814457,22.021088080480695,0.016857536509633064
0.6109660863876343,0.11538461595773697,0.942558765411377,0.7362924218177795,0.652741551399231,0.9060052633285522,0.6426858901977539,0.9295039176940918,0.32625994086265564,0.40731072425842285,0.7206266522407532,0.013840364292263985,20.775960387662053,0.01270512118935585
0.650130569934845,0.10439560562372208,0.942558765411377,0.7624021172523499,0.650130569934845,0.8955613970756531,0.688249409198761,0.8825065493583679,0.3289124667644501,0.4595300257205963,0.8224543333053589,0.017818200401961803,19.835063482634723,0.015955403447151184
