org:resource_acc,Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.9987908601760864,0.9845828413963318,0.9894196391105652,0.9168682098388672,0.7542321681976318,0.9059855341911316,1.0,0.03174123540520668,0.07966687598011711,0.06844440881501544,11.747472761325877,0.07969485223293304,0.0687277689576149
0.9990931153297424,0.9619105458259583,0.9891173243522644,0.8905683755874634,0.75,0.9220072627067566,1.0,0.03174123540520668,0.1242921379479495,0.06370009346441789,11.83336888897148,0.12454349547624588,0.06397105753421783
0.9987908601760864,0.9851874709129333,0.990024209022522,0.8691052198410034,0.75,0.9220072627067566,1.0,0.03174123540520668,0.08491263606331566,0.17795243859291077,11.921817414293235,0.0850660651922226,0.17813999950885773
0.9987908601760864,0.9703748822212219,0.990024209022522,0.9008464813232422,0.7542321681976318,0.9059855341911316,1.0,0.03174123540520668,0.19764244827357205,0.04994249106808142,11.917277526195077,0.19752825796604156,0.050046809017658234
0.9990931153297424,0.9851874709129333,0.990024209022522,0.8923821449279785,0.75,0.9244256615638733,1.0,0.03174123540520668,0.04323300448330966,0.10925912247462706,11.678617057475178,0.04320177435874939,0.10934017598628998
0.999697744846344,0.9607013463973999,0.9906288385391235,0.8860338926315308,0.75,0.9220072627067566,1.0,0.03174123540520668,0.07507465305653485,0.06807301599871028,11.770147400823506,0.07511343061923981,0.06800708919763565
0.9987908601760864,0.9579806923866272,0.990024209022522,0.8518742918968201,0.75,0.9220072627067566,1.0,0.03174123540520668,0.1374778070233085,0.04125785387375138,11.833434746219693,0.13720564544200897,0.04126109927892685
0.9987908601760864,0.9845828413963318,0.990024209022522,0.8742442727088928,0.75,0.9220072627067566,1.0,0.03174123540520668,0.07362790134820071,0.09586820954626257,11.754691386087375,0.07382134348154068,0.09614969044923782
0.9987908601760864,0.962212860584259,0.9903265237808228,0.9147521257400513,0.75,0.9059855341911316,1.0,0.03174123540520668,0.035635226998816834,0.06483320824124596,11.669051573357798,0.03565823659300804,0.0650402307510376
0.9990931153297424,0.9613059759140015,0.9906288385391235,0.9147521257400513,0.7533252835273743,0.9220072627067566,1.0,0.03174123540520668,0.04061022129925815,0.03954189761795781,11.702651916114105,0.040707364678382874,0.03970975801348686
