Activity_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.72052401304245,0.011751418467611074,0.8026354960165918,0.010429054498672485
0.7161571979522705,0.015618261881172657,0.8109621973708272,0.014508151449263096
0.731441080570221,0.018148710019886494,0.8217256562784314,0.01724878139793873
0.6593886613845825,0.01592221111059189,0.8329541906714439,0.01498203445225954
0.72052401304245,0.0160966906696558,0.8181430194526911,0.014915591105818748
0.7139738202095032,0.014496854040771723,0.8068768293596804,0.014286041259765625
0.7161571979522705,0.013214902020990849,0.8137641111388803,0.012495089322328568
0.7161571979522705,0.01370424684137106,0.8168636029586196,0.012691941112279892
0.6724891066551208,0.01763096358627081,0.8318352093920112,0.0167856328189373
0.7292576432228088,0.011690230574458838,0.8035433604381979,0.010846314951777458
