,mean,std
Activity_acc,0.6305128276348114,0.007495097989226346
time:timestamp_mae,0.01401579319499433,0.0019363304771191489
AVG_total_loss,1.036516641965136,0.01798467410373692
MAE_time:timestamp,0.015185707341879606,0.0018350349784306092
