,mean,std
Activity_acc,0.7041420221328736,0.009861942132329257
time:timestamp_mae,0.007791689084842801,0.0019306342528612917
AVG_total_loss,0.881368985818699,0.019143135912108845
MAE_time:timestamp,0.007002265332266689,0.0015110316394402882
