,mean,std
Activity_acc,0.6879808008670807,0.0057558548737053575
time:timestamp_mae,0.008990205219015479,0.001613412043405098
AVG_total_loss,0.708751151850447,0.010031995409201017
MAE_time:timestamp,0.008030426688492298,0.0015965393877091182
