org:resource_acc,Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.9297253489494324,0.7905223369598389,0.8629509806632996,0.8519116640090942,0.7550525069236755,0.8236402273178101,0.981152355670929,0.04132695868611336,0.009066368410871788,0.2358381301164627,13.465420739598233,0.00880534015595913,0.23539917171001434
0.8715670108795166,0.8408723473548889,0.8874528408050537,0.8397953510284424,0.7550525069236755,0.878298282623291,0.969574511051178,0.04132695868611336,0.006976528474214402,0.2539543143727563,13.10520134023814,0.006782389245927334,0.25395941734313965
0.8936456441879272,0.8435648679733276,0.8971458673477173,0.8575659394264221,0.7531662583351135,0.8535271286964417,0.9851911067962646,0.04132695868611336,0.007882958024062893,0.35257231376387854,12.9752154041251,0.0077069103717803955,0.3522424101829529
0.8931071162223816,0.8058696389198303,0.8758749961853027,0.851642370223999,0.752896785736084,0.8597199320793152,0.9851911067962646,0.04132695868611336,0.007896356369284067,0.27416839653795416,13.06643798109144,0.007714146748185158,0.27384376525878906
0.9372643828392029,0.7940225601196289,0.8758749961853027,0.7891760468482971,0.752896785736084,0.8222939968109131,0.981152355670929,0.04132695868611336,0.007421128494157033,0.2853496697815982,13.436378116592426,0.0071763889864087105,0.2859093248844147
0.9334948658943176,0.8072159290313721,0.9001076817512512,0.8217554688453674,0.7545135617256165,0.8341410756111145,0.9841141104698181,0.04132695868611336,0.007488514423709024,0.23230394314635883,13.170919487633826,0.0073088835924863815,0.23225197196006775
0.9243403077125549,0.8414108157157898,0.8656434416770935,0.8438341021537781,0.7542440891265869,0.8505653738975525,0.9851911067962646,0.04132695868611336,0.008435391058976,0.2662341012196107,13.200989435003562,0.008352336473762989,0.26714831590652466
0.9240710139274597,0.7899838089942932,0.8586429357528687,0.8120624423027039,0.7539746165275574,0.8317177891731262,0.981152355670929,0.04132695868611336,0.007507090795446526,0.26083892583847046,13.374887546270408,0.007269111927598715,0.26133325695991516
0.940226137638092,0.8047926425933838,0.893376350402832,0.8527194261550903,0.7550525069236755,0.871836245059967,0.9585352540016174,0.04132695868611336,0.007828002456914295,0.21142657507549634,12.943086287345398,0.007560469675809145,0.2110021710395813
0.9302638173103333,0.8198707103729248,0.8737210035324097,0.8247172236442566,0.752896785736084,0.8535271286964417,0.969574511051178,0.04132695868611336,0.007564896082674915,0.2988248575817455,13.200678930152208,0.007357696071267128,0.2987363040447235
