,trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MAE_time:timestamp,time:timestamp_mae,layers,lr,batch_size,weight_decay,aggregation,hid
80,80,80_0,COMPLETED,BoTorch,0.8648720440299561,0.6750629544258118,0.008458968251943588,0.008554881516223153,4,0.0008864333298120863,32,0.01,sum,128
21,21,21_0,COMPLETED,BoTorch,0.8662833816682299,0.686146080493927,0.019200528040528297,0.01953434416403373,4,0.00027922523031914513,32,0.01117212613433436,sum,128
54,54,33_0,COMPLETED,BoTorch,0.8665906355405847,0.6801007390022278,0.010347518138587475,0.01044324692338705,4,0.0001,32,0.01,sum,128
33,33,33_0,COMPLETED,BoTorch,0.8674829175385336,0.6831234097480774,0.012135900557041168,0.012357877722630898,4,0.0001,32,0.01,sum,128
96,96,96_0,COMPLETED,BoTorch,0.8693938280145327,0.6745591759681702,0.011617887765169144,0.011836282908916473,4,0.00021938874360115563,32,0.01,sum,128
34,34,33_0,COMPLETED,BoTorch,0.8694664739693204,0.681108295917511,0.01100174244493246,0.011193573785324892,4,0.0001,32,0.01,sum,128
91,91,91_0,COMPLETED,BoTorch,0.8699260018765926,0.6826196312904358,0.009656665846705437,0.009824818621079126,4,0.00028893679575135484,32,0.01,sum,128
79,79,79_0,COMPLETED,BoTorch,0.8699837800425788,0.681108295917511,0.009770398028194904,0.009978888090699911,4,0.00024601829167716243,32,0.01,sum,128
70,70,70_0,COMPLETED,BoTorch,0.87084149569273,0.6831234097480774,0.013820052146911621,0.014009070893128714,4,0.0001,32,0.010032644119509958,sum,128
89,89,89_0,COMPLETED,BoTorch,0.870921339141205,0.6765742897987366,0.008630429394543171,0.008834596024826169,4,0.00028322488080784544,32,0.01,sum,128
43,43,33_0,COMPLETED,BoTorch,0.8717019790783525,0.6715365052223206,0.010793570429086685,0.011021090981860956,4,0.0001,32,0.01,sum,128
