,trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MAE_time:timestamp,time:timestamp_mae,layers,lr,batch_size,weight_decay,aggregation,hid
11,11,11_0,COMPLETED,BoTorch,0.8731473560910672,0.6720402836799622,0.009126482531428337,0.009277003584429622,4,0.0003879029772155525,32,0.01198562798444553,sum,128
15,15,15_0,COMPLETED,BoTorch,0.8733645789325237,0.6740553975105286,0.00965796783566475,0.009784510980049769,4,0.00022103823104345906,32,0.010800974910446435,sum,128
27,27,27_0,COMPLETED,BoTorch,0.8735781690726677,0.6740553975105286,0.010043608956038952,0.010154285157720247,4,0.0001997838495586496,32,0.012040501115239945,sum,128
36,36,33_0,COMPLETED,BoTorch,0.8739770574805638,0.6730478405952454,0.009867505170404911,0.010015420460452637,4,0.0001,32,0.01,sum,128
24,24,24_0,COMPLETED,BoTorch,0.8744954046948502,0.6851385235786438,0.007556308060884476,0.007610209519043565,4,0.00041418008177366813,32,0.01,sum,128
45,45,33_0,COMPLETED,BoTorch,0.8748227449444433,0.6846347451210022,0.015016692690551281,0.015278954524546862,4,0.0001,32,0.01,sum,128
30,30,30_0,COMPLETED,BoTorch,0.8749200943857431,0.6801007390022278,0.009481697343289852,0.009529326731959978,4,0.0003367083146264311,32,0.010423749358928326,sum,128
52,52,33_0,COMPLETED,BoTorch,0.875033508365353,0.678589403629303,0.014247025363147259,0.014520178859432539,4,0.0001,32,0.01,sum,128
88,88,88_0,COMPLETED,BoTorch,0.8753791037015617,0.6801007390022278,0.011428303085267544,0.011612145385394493,4,0.00026993100218323103,32,0.01,sum,128
78,78,78_0,COMPLETED,BoTorch,0.8754106036697825,0.6821158528327942,0.01396893709897995,0.014173822787900766,4,0.00018733408445815414,32,0.01,sum,128
83,83,83_0,COMPLETED,BoTorch,0.8755488926544785,0.6599496006965637,0.01039016805589199,0.010697894729673862,4,0.00028224969288646553,32,0.01,sum,128
18,18,18_0,COMPLETED,BoTorch,0.8757246695458889,0.678589403629303,0.01329263299703598,0.01357500379284223,4,0.0003025831977075046,32,0.01,sum,128
99,99,99_0,COMPLETED,BoTorch,0.8760272756529351,0.6720402836799622,0.016585662961006165,0.016984601349880297,4,0.0002206746268012581,32,0.01,sum,128
92,92,92_0,COMPLETED,BoTorch,0.8760602607702216,0.6695213913917542,0.01301055122166872,0.013312998848656813,4,0.0002950355207158526,32,0.01,sum,128
67,67,33_0,COMPLETED,BoTorch,0.8761561620049179,0.6801007390022278,0.012423689477145672,0.012629271329691013,4,0.0001,32,0.01,sum,128
16,16,16_0,COMPLETED,BoTorch,0.877018014434725,0.6659949421882629,0.015390422195196152,0.015741288506736357,4,0.0004059244430261114,64,0.01,sum,128
40,40,33_0,COMPLETED,BoTorch,0.8772973989446958,0.6790931820869446,0.01224557776004076,0.012422350545724234,4,0.0001,32,0.01,sum,128
69,69,33_0,COMPLETED,BoTorch,0.8775463504716754,0.6770780682563782,0.011969749815762043,0.0121656758710742,4,0.0001,32,0.01,sum,128
51,51,33_0,COMPLETED,BoTorch,0.8777233123158416,0.6780856251716614,0.015397483482956886,0.015540794469416142,4,0.0001,32,0.01,sum,128
62,62,33_0,COMPLETED,BoTorch,0.8778028540934125,0.6765742897987366,0.013920697383582592,0.014207368406156698,4,0.0001,32,0.01,sum,128
86,86,86_0,COMPLETED,BoTorch,0.8784698390712341,0.6644836068153381,0.01898917742073536,0.019363606348633766,4,0.0002760695235150099,32,0.01,sum,128
35,35,33_0,COMPLETED,BoTorch,0.8785149053049585,0.6841309666633606,0.012506932951509953,0.01270327918852369,4,0.0001,32,0.01,sum,128
44,44,33_0,COMPLETED,BoTorch,0.8785586029601594,0.6775818467140198,0.01562725193798542,0.01573476893827319,4,0.0001,32,0.01,sum,128
64,64,33_0,COMPLETED,BoTorch,0.8786862500322362,0.668513834476471,0.016072191298007965,0.016370714486887056,4,0.0001,32,0.01,sum,128
56,56,33_0,COMPLETED,BoTorch,0.8786997326339284,0.676070511341095,0.015048714354634285,0.015468212775886059,4,0.0001,32,0.01,sum,128
76,76,76_0,COMPLETED,BoTorch,0.8790231935369471,0.6584382653236389,0.015272862277925014,0.015571474252889553,4,0.0017097582423879723,32,0.01,sum,128
31,31,31_0,COMPLETED,BoTorch,0.8793421088096997,0.686146080493927,0.008556453511118889,0.008738756024589142,4,0.0003144568669304081,32,0.01178402101598297,sum,128
37,37,33_0,COMPLETED,BoTorch,0.8803391632003089,0.6801007390022278,0.015025541186332703,0.015288569188366333,4,0.0001,32,0.01,sum,128
23,23,23_0,COMPLETED,BoTorch,0.8805210047091047,0.673551619052887,0.01123413909226656,0.011501287731031576,4,0.00028428768117828444,32,0.011526948592625172,sum,128
90,90,90_0,COMPLETED,BoTorch,0.881011538207531,0.6790931820869446,0.015418700873851776,0.015495024621486664,4,0.00029285690427863166,32,0.01,sum,128
12,12,12_0,COMPLETED,BoTorch,0.8812867347151041,0.6659949421882629,0.013448297046124935,0.01373630203306675,4,0.0010764495412024196,32,0.01,sum,128
95,95,95_0,COMPLETED,BoTorch,0.8816547899817427,0.6604533791542053,0.01101571787148714,0.011166633106768131,4,0.00022198287953450425,32,0.01,sum,128
42,42,33_0,COMPLETED,BoTorch,0.8821475310251117,0.6775818467140198,0.013426125980913639,0.013660073590775331,4,0.0001,32,0.01,sum,128
61,61,33_0,COMPLETED,BoTorch,0.8822039606360098,0.673551619052887,0.013974904082715511,0.01417911471799016,4,0.0001,32,0.01,sum,128
50,50,33_0,COMPLETED,BoTorch,0.8822428076528013,0.6634760499000549,0.01492486335337162,0.01531321695074439,4,0.0001,32,0.01,sum,128
47,47,33_0,COMPLETED,BoTorch,0.8823244222439826,0.6770780682563782,0.011344225145876408,0.01142174486691753,4,0.0001,32,0.01,sum,128
29,29,29_0,COMPLETED,BoTorch,0.8833651395204166,0.6770780682563782,0.010932866483926773,0.01103357986236612,4,0.00025780457672990557,32,0.012225593938664485,sum,128
28,28,28_0,COMPLETED,BoTorch,0.8834162962933382,0.6871536374092102,0.015081818215548992,0.015463492522637049,4,0.00015007324686026847,32,0.012632133468848115,sum,128
22,22,22_0,COMPLETED,BoTorch,0.8834859095513821,0.6806045174598694,0.012628220021724701,0.01284141962726911,4,0.0001460219824432779,32,0.012317932215937433,sum,128
74,74,74_0,COMPLETED,BoTorch,0.8838374384989341,0.6740553975105286,0.019652416929602623,0.019889699295163155,4,0.000138065450493174,32,0.01,sum,128
55,55,33_0,COMPLETED,BoTorch,0.8840690301731229,0.678589403629303,0.013912737369537354,0.014051491705079874,4,0.0001,32,0.01,sum,128
48,48,33_0,COMPLETED,BoTorch,0.8844941034913063,0.683627188205719,0.014697253704071045,0.014924086630344391,4,0.0001,32,0.01,sum,128
98,98,98_0,COMPLETED,BoTorch,0.8846765838873883,0.6690176129341125,0.012099213898181915,0.012371021788567305,4,0.00022275656852959862,32,0.01,sum,128
25,25,25_0,COMPLETED,BoTorch,0.8849599201542636,0.6816120743751526,0.009464234113693237,0.009642972455670437,4,0.0004119635805461478,32,0.01068926568545153,sum,128
20,20,20_0,COMPLETED,BoTorch,0.884964625351131,0.6700251698493958,0.00921780988574028,0.00930279524375995,4,0.00023177262947955224,32,0.01,sum,128
68,68,33_0,COMPLETED,BoTorch,0.8852039153377215,0.6765742897987366,0.01340742688626051,0.013615675270557404,4,0.0001,32,0.01,sum,128
10,10,10_0,COMPLETED,BoTorch,0.8856863762872914,0.6670024991035461,0.016034027561545372,0.016077755484730005,4,0.0001,32,0.012024829960148569,sum,128
59,59,33_0,COMPLETED,BoTorch,0.885807152527074,0.681108295917511,0.013042552396655083,0.013221468466023603,4,0.0001,32,0.01,sum,128
77,77,77_0,COMPLETED,BoTorch,0.8859339437137047,0.6765742897987366,0.019228041172027588,0.019623973096410435,4,0.00046508555635991914,32,0.01,sum,128
49,49,33_0,COMPLETED,BoTorch,0.8861096852148572,0.6831234097480774,0.015651509165763855,0.015903726530571777,4,0.0001,32,0.01,sum,128
19,19,19_0,COMPLETED,BoTorch,0.8861526031978428,0.671032726764679,0.015603560954332352,0.015860704549898703,4,0.0005628462384975612,32,0.01,sum,128
17,17,17_0,COMPLETED,BoTorch,0.8862383758338789,0.6801007390022278,0.013011565431952477,0.013207196723669767,4,0.0001488539461777733,64,0.01,sum,128
87,87,87_0,COMPLETED,BoTorch,0.8864263958918551,0.681108295917511,0.01630779542028904,0.016706850845366716,4,0.00027552145275819306,32,0.01,sum,128
71,71,33_0,COMPLETED,BoTorch,0.8874316375392178,0.678589403629303,0.014411370269954205,0.0146430393991371,4,0.0001,32,0.01,sum,128
84,84,84_0,COMPLETED,BoTorch,0.8883352897440394,0.6795969605445862,0.014036699198186398,0.014286053366959095,4,0.0002837061668648915,32,0.01,sum,128
63,63,33_0,COMPLETED,BoTorch,0.8886741938379904,0.6750629544258118,0.01425920519977808,0.014456077634046475,4,0.0001,32,0.01,sum,128
73,73,33_0,COMPLETED,BoTorch,0.8920340196539959,0.6846347451210022,0.014635731466114521,0.01478756032884121,4,0.0001,32,0.01,sum,128
26,26,26_0,COMPLETED,BoTorch,0.8923120712861419,0.6695213913917542,0.016071273013949394,0.016406388642887276,4,0.00043730509145131703,32,0.01,sum,128
38,38,33_0,COMPLETED,BoTorch,0.8924068634708723,0.6795969605445862,0.016527069732546806,0.01684060941139857,4,0.0001,32,0.01,sum,128
13,13,13_0,COMPLETED,BoTorch,0.8934317626990378,0.6614609360694885,0.01306986715644598,0.013407190485546986,4,0.0005683234127491718,32,0.01192926161841355,sum,128
60,60,33_0,COMPLETED,BoTorch,0.8945659946960708,0.6644836068153381,0.01498197577893734,0.015171215093384186,4,0.0001,32,0.01,sum,128
39,39,33_0,COMPLETED,BoTorch,0.8946592565625906,0.6690176129341125,0.011720733717083931,0.011935865506529808,4,0.0001,32,0.01,sum,128
32,32,32_0,COMPLETED,BoTorch,0.8955203044849137,0.6609571576118469,0.017115559428930283,0.017495418433099985,4,0.0003572287993562182,32,0.010745544201817976,sum,128
58,58,33_0,COMPLETED,BoTorch,0.8970670498286685,0.6801007390022278,0.017523489892482758,0.017811417269210022,4,0.0001,32,0.01,sum,128
93,93,93_0,COMPLETED,BoTorch,0.9050504315334061,0.676070511341095,0.013586532324552536,0.01383646810427308,2,0.009424114626365833,512,0.01,sum,128
9,9,9_0,COMPLETED,Sobol,0.9072903925552964,0.6715365052223206,0.017041055485606194,0.017249885636071365,4,0.002248672749330768,64,0.020688945020275244,sum,128
14,14,14_0,COMPLETED,BoTorch,0.9123778155383965,0.6715365052223206,0.011962606571614742,0.01210617134347558,2,0.00018104612392019867,32,0.01,sum,128
66,66,33_0,COMPLETED,BoTorch,0.9219566027944287,0.6806045174598694,0.01679360680282116,0.016881440145274002,4,0.0001,32,0.01,sum,128
5,5,5_0,COMPLETED,Sobol,0.9314709398895502,0.668513834476471,0.013349775224924088,0.013497083758314451,4,0.0008914404220466969,64,0.03452938543005234,sum,128
81,81,81_0,COMPLETED,BoTorch,0.938498878541092,0.6670024991035461,0.023435626178979874,0.023846819065511227,4,0.030148924309024914,32,0.01,sum,128
72,72,72_0,COMPLETED,BoTorch,0.9407849422035118,0.668513834476471,0.011905527673661709,0.012155732605606318,2,0.0001,512,0.01814161726707751,sum,128
6,6,6_0,COMPLETED,Sobol,0.9643736512710651,0.6559193730354309,0.021019229665398598,0.02148619604607423,4,0.007858287818250697,128,0.011746187649060522,max,128
57,57,57_0,COMPLETED,BoTorch,0.9744706430161992,0.6730478405952454,0.016203857958316803,0.01653908472508192,4,0.0001,512,0.1,sum,128
1,1,1_0,COMPLETED,Sobol,1.0013324621443946,0.6292191743850708,0.010748795233666897,0.010952304117381573,4,0.00029556780288134837,512,0.01620975110911805,max,128
7,7,7_0,COMPLETED,Sobol,1.0088914715064068,0.6705289483070374,0.01444997638463974,0.014795182428012291,2,0.0002206905808383614,32,0.07092181520253302,sum,128
94,94,94_0,COMPLETED,BoTorch,1.012520127153645,0.6080604791641235,0.0069583989679813385,0.007042400694141786,2,0.004057827675314377,32,0.01,max,128
85,85,85_0,COMPLETED,BoTorch,1.0379112757121522,0.6569269299507141,0.026843253523111343,0.027087727872033913,4,0.1,512,0.1,sum,128
4,4,4_0,COMPLETED,Sobol,1.054601218085736,0.6120907068252563,0.012217770330607891,0.012204583268612623,2,0.06148169810227145,512,0.01809463317306379,max,128
2,2,2_0,COMPLETED,Sobol,1.0752789985078077,0.6075567007064819,0.014660501852631569,0.014983198139816523,4,0.034467925599219865,32,0.04764342585781035,max,128
0,0,0_0,COMPLETED,Sobol,1.0927228485234082,0.5823677778244019,0.007041324861347675,0.007111981976777315,2,0.005537727881833665,128,0.09787123410578823,sum,128
75,75,75_0,COMPLETED,BoTorch,1.1456766894552857,0.5823677778244019,0.006428282707929611,0.006431894609704614,2,0.0001,32,0.036164511536139136,max,128
65,65,65_0,COMPLETED,BoTorch,1.201102839006732,0.5219143629074097,0.007710964418947697,0.007799770527829726,2,0.1,32,0.01,mean,128
3,3,3_0,COMPLETED,Sobol,1.2606266361350815,0.5198992490768433,0.011729543097317219,0.011966151185333729,2,0.0015026229482668638,256,0.0249671076946802,mean,128
46,46,46_0,COMPLETED,BoTorch,1.3260866849062343,0.444836288690567,0.00819279532879591,0.008283937815576792,2,0.0001,32,0.1,max,128
8,8,8_0,COMPLETED,Sobol,1.449152971773098,0.444836288690567,0.011135756969451904,0.01137420084948341,2,0.02717510078728349,128,0.0395913018888495,mean,128
82,82,82_0,COMPLETED,BoTorch,1.4603966053109616,0.444836288690567,0.006118938326835632,0.006086406686032812,2,0.1,32,0.1,max,128
41,41,41_0,COMPLETED,BoTorch,1.4828327122765284,0.444836288690567,0.011020977981388569,0.011256140811989704,4,0.0001,32,0.1,mean,128
53,53,53_0,COMPLETED,BoTorch,1.4850390795618296,0.444836288690567,0.011377647519111633,0.01164631483455499,2,0.0001,512,0.1,mean,128
97,97,97_0,COMPLETED,BoTorch,1.5891671826442082,0.444836288690567,0.049442585557699203,0.049861595034599304,4,0.1,512,0.1,mean,128
