,trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MAE_time:timestamp,time:timestamp_mae,layers,lr,batch_size,weight_decay,aggregation,hid
48,48,48_0,COMPLETED,BoTorch,1.5068559935316443,0.5755176544189453,0.24446037411689758,0.2457477292045951,2,0.0001,32,0.01,mean,128
2,2,2_0,COMPLETED,Sobol,1.8932328410446644,0.5412775278091431,0.6261265277862549,0.6270829550921917,4,0.034467925599219865,32,0.04764342585781035,max,128
7,7,7_0,COMPLETED,Sobol,2.124834829941392,0.49891728162765503,0.521934986114502,0.522743197157979,2,0.0002206905808383614,32,0.07092181520253302,sum,128
0,0,0_0,COMPLETED,Sobol,2.76080684363842,0.25348490476608276,0.6852299571037292,0.6862187832593918,2,0.005537727881833665,128,0.09787123410578823,sum,128
58,58,58_0,COMPLETED,BoTorch,2.972706351429224,0.27419134974479675,0.8314708471298218,0.8320234604179859,2,0.1,32,0.1,sum,128
76,76,76_0,COMPLETED,BoTorch,3.0283390916883945,0.17932060360908508,0.6225069165229797,0.6239834614098072,4,0.0001,512,0.1,max,128
3,3,3_0,COMPLETED,Sobol,3.11936891451478,0.18182432651519775,0.6182420253753662,0.6191026158630848,2,0.0015026229482668638,256,0.0249671076946802,mean,128
32,32,32_0,COMPLETED,BoTorch,3.1408748850226402,0.15556907653808594,0.6203240752220154,0.6210784688591957,2,0.0001,32,0.1,max,128
8,8,8_0,COMPLETED,Sobol,3.22518939897418,0.11435917764902115,0.6146370768547058,0.6156301908195019,2,0.02717510078728349,128,0.0395913018888495,mean,128
85,85,85_0,COMPLETED,BoTorch,3.292944323271513,0.14555419981479645,0.6868612766265869,0.6873069815337658,2,0.0001,512,0.1,mean,128
11,11,11_0,COMPLETED,BoTorch,3.3251178599894047,0.17005006968975067,0.9228140115737915,0.924205157905817,4,0.05720895183641463,128,0.01,sum,128
89,89,89_0,COMPLETED,BoTorch,3.4289465248584747,0.1090133935213089,0.7517375349998474,0.7523892521858215,2,0.1,512,0.1,mean,128
14,14,14_0,COMPLETED,BoTorch,3.457321122288704,0.14000540971755981,0.8500329256057739,0.8509654700756073,4,0.1,512,0.1,max,128
