,trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MAE_time:timestamp,concept:name_acc,impact_acc,lifecycle:transition_acc,org:group_acc,org:resource_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,layers,lr,batch_size,weight_decay,aggregation,hid
39,39,10_0,COMPLETED,BoTorch,18.967063288437203,0.7027707695960999,0.006840731482952833,0.7980671525001526,0.9727547764778137,0.6849315166473389,0.9291178584098816,0.09952355921268463,0.6823421120643616,0.9492385983467102,0.18698769807815552,0.34263959527015686,0.8393756151199341,0.0071390723654379444,4,0.01,32,0.01,sum,128
43,43,10_0,COMPLETED,BoTorch,19.002030848292634,0.6952140927314758,0.01100683119148016,0.8062055110931396,0.9783047437667847,0.7204464673995972,0.894951581954956,0.1349920630455017,0.6998617053031921,0.9345178008079529,0.30122947692871094,0.4152284264564514,0.8147029280662537,0.01186938094906509,4,0.01,32,0.01,sum,128
37,37,10_0,COMPLETED,BoTorch,19.003389349983383,0.6831234097480774,0.01306215114891529,0.7990844249725342,0.97426837682724,0.7189244031906128,0.9275879859924316,0.11858126521110535,0.710465669631958,0.9441624879837036,0.3027663826942444,0.3431472182273865,0.8328298330307007,0.013625235141565403,4,0.01,32,0.01,sum,128
47,47,10_0,COMPLETED,BoTorch,19.026217728232343,0.6599496006965637,0.011297007091343403,0.7655137181282043,0.97225022315979,0.6920344829559326,0.9158592820167542,0.14875595271587372,0.7136929631233215,0.948223352432251,0.34938523173332214,0.41624367237091064,0.8212487697601318,0.01180575912197431,4,0.01,32,0.01,sum,128
27,27,10_0,COMPLETED,BoTorch,19.055432281456888,0.7088161110877991,0.0328531451523304,0.8016276955604553,0.9712411761283875,0.7031963467597961,0.9250382781028748,0.14452090859413147,0.6970954537391663,0.9431472420692444,0.32889342308044434,0.41065990924835205,0.8358509540557861,0.0338019918029507,4,0.01,32,0.01,sum,128
24,24,10_0,COMPLETED,BoTorch,19.125363637770835,0.6841309666633606,0.008253016509115696,0.8056968450546265,0.9667003154754639,0.7102993130683899,0.8857725858688354,0.16463737189769745,0.6841862797737122,0.9324873089790344,0.3119876980781555,0.37055838108062744,0.829305112361908,0.008237419417127967,4,0.01,32,0.01,sum,128
30,30,10_0,COMPLETED,BoTorch,19.134483160451055,0.6896725296974182,0.013072495348751545,0.7706001996994019,0.9687184691429138,0.7021816372871399,0.9097399711608887,0.09846479445695877,0.6694329380989075,0.9228426814079285,0.2873975336551666,0.34568527340888977,0.8368580341339111,0.01316328284641107,4,0.01,32,0.01,sum,128
20,20,10_0,COMPLETED,BoTorch,19.14762971449333,0.6821158528327942,0.008746319450438023,0.7995930910110474,0.9621593952178955,0.6869609355926514,0.9286078810691833,0.16781365871429443,0.7196865081787109,0.9456853270530701,0.3719262182712555,0.40152284502983093,0.8212487697601318,0.008802500475818912,4,0.01,32,0.01,sum,128
21,21,10_0,COMPLETED,BoTorch,19.16952592522527,0.6675062775611877,0.011035691015422344,0.8062055110931396,0.9767910838127136,0.7097919583320618,0.9127996563911438,0.12069878727197647,0.6574458479881287,0.9538071155548096,0.29354506731033325,0.3360406160354614,0.8232628107070923,0.011550169282903274,4,0.01,32,0.01,sum,128
15,15,10_0,COMPLETED,BoTorch,19.23146267157669,0.6947103142738342,0.0167173370718956,0.7980671525001526,0.9687184691429138,0.7168949842453003,0.9209587574005127,0.15722604095935822,0.686952531337738,0.9472081661224365,0.3811475336551666,0.40507614612579346,0.8348439335823059,0.01742940939341982,4,0.01,32,0.01,sum,128
