,mean,std
Activity_acc,0.8825277268886567,0.02929083630084202
time:timestamp_mae,0.05162198394536972,0.013035866110602501
AVG_total_loss,0.2865057002753019,0.022041875967974613
MAE_time:timestamp,0.05155900903046131,0.013056719564902858
