Activity_acc,org:resource_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.8303444385528564,0.6815094947814941,0.8360375761985779,0.9675490856170654,0.041197607737211955,0.07188593312388375,3.2663716711103916,0.04106028750538826,0.07196363061666489
0.8603147268295288,0.6974096298217773,0.8311983942985535,0.9660038352012634,0.023590591780486562,0.034133891619387124,3.055529822639766,0.023542234674096107,0.03413143381476402
0.8578748106956482,0.6934650540351868,0.8249766230583191,0.9679557681083679,0.03761231579950878,0.044894804911954064,3.1082895561343147,0.03771176561713219,0.04492150619626045
0.8616973757743835,0.6593875885009766,0.8330283164978027,0.9700296521186829,0.03794448201855024,0.05083950591229257,3.201157472318127,0.038089901208877563,0.05084388703107834
0.8481151461601257,0.6963523030281067,0.8521410226821899,0.9674677848815918,0.035934986280543466,0.10859004337163199,3.158388663083315,0.03610621392726898,0.10858598351478577
0.8625919818878174,0.6972876191139221,0.843479335308075,0.9645805358886719,0.025222185555668103,0.04726412661728405,3.019007658585906,0.025095095857977867,0.04729598015546799
0.8496197462081909,0.6483266353607178,0.8327843546867371,0.9721442461013794,0.010438484450181326,0.10306774718420846,3.314077034947418,0.010512524284422398,0.10315053910017014
0.8348989486694336,0.6510918736457825,0.8506364226341248,0.9634825587272644,0.05735598380366961,0.0862165093421936,3.3596994328711713,0.05746087059378624,0.08621317893266678
0.8374201655387878,0.6978569030761719,0.8337603211402893,0.9712089896202087,0.08704834999073119,0.022051386978654636,3.1776048683871827,0.08674893528223038,0.022006629034876823
0.8396161198616028,0.6807368397712708,0.8407140970230103,0.9645805358886719,0.02515230372193314,0.06199524711285319,3.189785509858103,0.02494099736213684,0.062004391103982925
