Activity_acc,org:resource_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.585098922252655,0.5887683629989624,0.7938098311424255,0.8835034966468811,0.09304577573424294,0.11742542896951948,4.704296789353802,0.09167969226837158,0.1172218918800354
0.7504467368125916,0.6126675009727478,0.8074345588684082,0.8801531791687012,0.033319362927050816,0.04089632364256041,4.182976669321458,0.033091384917497635,0.04084322974085808
0.7318443059921265,0.6071793437004089,0.7804084420204163,0.8852903842926025,0.05652287673382532,0.061173517789159505,4.31442522647835,0.05542580038309097,0.061135776340961456
0.7536056041717529,0.5790363550186157,0.7884811758995056,0.8961391448974609,0.10415079196294148,0.09920376752104078,4.3749839180991765,0.1027820035815239,0.09842485189437866
0.7215060591697693,0.6070836186408997,0.7930759191513062,0.8915443420410156,0.03293944363083158,0.058499038396846684,4.246121727107536,0.033180929720401764,0.05764612928032875
0.7925972938537598,0.6078494191169739,0.8152520656585693,0.8898851275444031,0.06301436661964371,0.08393904992512294,4.175416472944475,0.061698067933321,0.08334806561470032
0.6089661717414856,0.5634332895278931,0.7868538498878479,0.8913847804069519,0.09746400089490981,0.11561614310457594,4.74199933913492,0.09600905328989029,0.11550527065992355
0.7146458029747009,0.5738991498947144,0.7979897856712341,0.8818123936653137,0.059345035680702755,0.11583922519570305,4.5420289887558845,0.05866977199912071,0.11497668921947479
0.61636883020401,0.6088704466819763,0.7977026104927063,0.8940012454986572,0.1549141534737178,0.07895352017311823,4.626980819872448,0.154093399643898,0.07828902453184128
0.706796407699585,0.5971601605415344,0.7957562208175659,0.8835034966468811,0.07844519278123266,0.09588971450215295,4.466769020649648,0.0768028050661087,0.09556757658720016
