,mean,std
Activity_acc,0.8269006311893463,0.01522109535372652
time:timestamp_mae,0.02537452057003975,0.004557122111246402
AVG_total_loss,0.3542607821524143,0.0179564946678137
MAE_time:timestamp,0.025302306562662125,0.0045416509935435855
