,mean,std
Activity_acc,0.9384890556335449,0.0175757334060577
time:timestamp_mae,0.031105369701981543,0.010056716681366297
AVG_total_loss,0.20557508058845997,0.01829189248437939
MAE_time:timestamp,0.03117013070732355,0.010083722571205997
