,trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MAE_case:RequestedAmount,MAE_time:timestamp,case:Activity_acc,case:OrganizationalEntity_acc,case:Project_acc,case:RequestedAmount_mae,case:RfpNumber_acc,case:Task_acc,org:resource_acc,org:role_acc,time:timestamp_mae,layers,lr,batch_size,weight_decay,aggregation,hid
24,24,24_0,COMPLETED,BoTorch,12.090822005752232,0.9412153363227844,0.17835114896297455,0.006647443398833275,0.9947327971458435,0.8830394744873047,0.8854490518569946,0.1772225132143056,0.03960190713405609,0.7538822889328003,0.9763349890708923,0.9540551900863647,0.006535633652539992,4,0.01,128,0.023782162819977328,sum,128
36,36,36_0,COMPLETED,BoTorch,12.099461431425341,0.943757951259613,0.18093910813331604,0.007587299216538668,0.9899258613586426,0.8778411746025085,0.891671359539032,0.18008577437312515,0.03960190713405609,0.7570494413375854,0.9773040413856506,0.9551236629486084,0.007483879431944202,4,0.01,128,0.022542680198031993,sum,128
29,29,29_0,COMPLETED,BoTorch,12.113622716205471,0.9442664384841919,0.17590764164924622,0.009156877174973488,0.9928918480873108,0.873764157295227,0.8437292575836182,0.17470629596047932,0.03960190713405609,0.7563853859901428,0.9703167080879211,0.9525287747383118,0.009090136822864966,4,0.01,128,0.02377086935626392,sum,128
14,14,14_0,COMPLETED,BoTorch,12.15511003717849,0.9230612516403198,0.18684504926204681,0.008015337400138378,0.9952442049980164,0.9073998332023621,0.8375070095062256,0.18650226488157554,0.03960190713405609,0.7545974850654602,0.9781200289726257,0.9631627202033997,0.00792044664181217,4,0.01,128,0.0172933458234693,sum,128
32,32,32_0,COMPLETED,BoTorch,12.22990473538219,0.9337909817695618,0.19141407310962677,0.00906219519674778,0.993607759475708,0.9176944494247437,0.8777477145195007,0.19023607036581747,0.03892805427312851,0.7556702494621277,0.9751109480857849,0.95257967710495,0.008970723746137487,4,0.01,128,0.02407107116761824,sum,128
18,18,18_0,COMPLETED,BoTorch,12.243738507425102,0.9345537424087524,0.13589008152484894,0.007479922380298376,0.9926872849464417,0.9041891694068909,0.8893252611160278,0.1347071067602546,0.03960190713405609,0.7546996474266052,0.976947009563446,0.9591940641403198,0.007363553762573887,4,0.01,128,0.01857918938123213,sum,128
31,31,31_0,COMPLETED,BoTorch,12.247318558300051,0.923366367816925,0.13712947070598602,0.006916755344718695,0.9874712228775024,0.9143818020820618,0.8513286113739014,0.13608969761817544,0.03960190713405609,0.7561299800872803,0.970112681388855,0.9471863508224487,0.00681376784901928,4,0.01,128,0.024223640304303455,sum,128
33,33,33_0,COMPLETED,BoTorch,12.24902020410863,0.9296720027923584,0.14765788614749908,0.006268313620239496,0.9756584167480469,0.914076030254364,0.8400571346282959,0.14643284443903853,0.03960190713405609,0.7561299800872803,0.9678686261177063,0.953698992729187,0.006153499936098578,4,0.01,128,0.02293529412697132,sum,128
38,38,38_0,COMPLETED,BoTorch,12.332022207817149,0.9317569136619568,0.2731589078903198,0.006357228383421898,0.9929941296577454,0.8683111071586609,0.8912123441696167,0.2717276985446612,0.03960190713405609,0.7576113939285278,0.9729178547859192,0.9517146944999695,0.006248139832341285,4,0.01,128,0.022621349978375112,sum,128
25,25,25_0,COMPLETED,BoTorch,12.346446162436795,0.9135519862174988,0.186848446726799,0.0062491921707987785,0.990181565284729,0.8668841123580933,0.812515914440155,0.18627929659905257,0.03960190713405609,0.7568961977958679,0.9768959879875183,0.9524270296096802,0.006133616867440718,4,0.01,128,0.027119949012781495,sum,128
12,12,12_0,COMPLETED,BoTorch,12.352106991064458,0.9123823642730713,0.21205760538578033,0.013441326096653938,0.9915622472763062,0.8770257830619812,0.8284796476364136,0.2111224087852019,0.03960190713405609,0.7558745741844177,0.9825572371482849,0.9568027257919312,0.013389962345913605,4,0.01,128,0.02395503544270839,sum,128
48,48,48_0,COMPLETED,BoTorch,12.38186636423537,0.9155352115631104,0.19632087647914886,0.007381976582109928,0.9935566186904907,0.9014881253242493,0.8211352825164795,0.19593657166869552,0.03960190713405609,0.7536779642105103,0.9858213663101196,0.9619415998458862,0.007296583632490149,4,0.01,128,0.01869828317530326,sum,128
37,37,37_0,COMPLETED,BoTorch,12.497724963740135,0.9131451845169067,0.20701327919960022,0.008014926686882973,0.9926872849464417,0.8569462895393372,0.8429132103919983,0.20532336361982204,0.03960190713405609,0.7541888356208801,0.9798541069030762,0.9541060924530029,0.007921746388698617,4,0.01,128,0.023387595973701797,sum,128
17,17,17_0,COMPLETED,BoTorch,12.577825082284916,0.924434244632721,0.12932981550693512,0.0068422951735556126,0.9852722883224487,0.8868107199668884,0.8766257166862488,0.12808984338685317,0.03960190713405609,0.7546996474266052,0.9659815430641174,0.9431667923927307,0.006712638660920439,2,0.01,128,0.01,sum,128
27,27,27_0,COMPLETED,BoTorch,12.73169084462818,0.924586832523346,0.2634965777397156,0.006863380782306194,0.9881360530853271,0.8619916439056396,0.8285816311836243,0.2624689257807202,0.03960190713405609,0.7554658651351929,0.9767429828643799,0.8985957503318787,0.00674583278251467,4,0.01,128,0.026780532311999103,sum,128
20,20,20_0,COMPLETED,BoTorch,12.733660527662357,0.9222476482391357,0.12170059233903885,0.006123834289610386,0.9947327971458435,0.8670879602432251,0.8762686848640442,0.12100781417555279,0.03882438316941261,0.7596036195755005,0.9779670238494873,0.9526814222335815,0.006018778960289502,4,0.01,128,0.01,max,128
15,15,15_0,COMPLETED,BoTorch,12.74302182453512,0.9108568429946899,0.17573745548725128,0.0066278292797505856,0.9870621562004089,0.8795739412307739,0.8330188393592834,0.17447497916442375,0.03960190713405609,0.7540355920791626,0.954710066318512,0.9261727929115295,0.00650447199155611,2,0.01,128,0.01,max,128
26,26,26_0,COMPLETED,BoTorch,12.984204613888222,0.9121789932250977,0.15450003743171692,0.007280176505446434,0.9870621562004089,0.882886528968811,0.8595399260520935,0.15439043649368817,0.03960190713405609,0.7543931603431702,0.9627683758735657,0.9422000646591187,0.007167533678175123,2,0.01,512,0.01,sum,128
9,9,9_0,COMPLETED,Sobol,13.027218980730847,0.9209763407707214,0.16199243068695068,0.01681297831237316,0.9806699156761169,0.8888492584228516,0.8825929164886475,0.161215808932428,0.0393945686519146,0.7551082968711853,0.9774570465087891,0.9548183679580688,0.016703530145740067,4,0.0007123006581692218,128,0.016368037085418573,sum,128
10,10,10_0,COMPLETED,BoTorch,13.105389431244005,0.9231629371643066,0.18898187577724457,0.0068044415675103664,0.9933009743690491,0.8742228150367737,0.8912123441696167,0.1879373944743916,0.0392908975481987,0.7555169463157654,0.9842913150787354,0.9658085107803345,0.006698489012369128,4,0.01,512,0.01745648967147293,sum,128
13,13,13_0,COMPLETED,BoTorch,13.239177486376354,0.8661072850227356,0.1984979510307312,0.006404339801520109,0.9646637439727783,0.848333477973938,0.7916050553321838,0.19738872501033325,0.03960190713405609,0.7559767365455627,0.9657264947891235,0.9370611906051636,0.006292099926482748,2,0.01,128,0.019861234645174683,sum,128
16,16,16_0,COMPLETED,BoTorch,13.302193869030345,0.9029239416122437,0.12960690259933472,0.006444403901696205,0.9870621562004089,0.8697890043258667,0.8573978543281555,0.12879620699418914,0.03960190713405609,0.7537801265716553,0.9564441442489624,0.923832356929779,0.006326003340762798,2,0.01,512,0.01,max,128
4,4,4_0,COMPLETED,Sobol,13.398103627764309,0.9147215485572815,0.2328735738992691,0.006826924625784159,0.9660956263542175,0.8731525540351868,0.842454195022583,0.23282057019295516,0.03960190713405609,0.7555169463157654,0.961646318435669,0.9388419985771179,0.006717940594104153,2,0.006798744489941672,512,0.014659497468558654,sum,128
23,23,23_0,COMPLETED,BoTorch,13.5541166963004,0.8911263346672058,0.10936281830072403,0.007952769286930561,0.9870621562004089,0.8264703154563904,0.7545264363288879,0.1086717699136999,0.03960190713405609,0.7536268830299377,0.9534859657287598,0.9092805981636047,0.007844553924062185,2,0.01,128,0.018376242930857267,max,128
3,3,3_0,COMPLETED,Sobol,13.851181183208677,0.922400176525116,0.14850082993507385,0.006264821160584688,0.9870621562004089,0.8689226508140564,0.8521446585655212,0.14752179480813168,0.03960190713405609,0.7558234930038452,0.9614423513412476,0.9413859844207764,0.00618149518656234,2,0.0008802227321016593,256,0.01281482433257483,sum,128
21,21,21_0,COMPLETED,BoTorch,14.30257710221189,0.9017543792724609,0.07555005699396133,0.006584511138498783,0.9870621562004089,0.8357965350151062,0.7685010433197021,0.07467931922939089,0.03960190713405609,0.7537801265716553,0.9586881995201111,0.9208812713623047,0.006462502586482851,2,0.0001,128,0.015268842931810977,max,128
8,8,8_0,COMPLETED,Sobol,15.02967195528456,0.823239266872406,0.10160607099533081,0.0067214989103376865,0.9799028635025024,0.7742329835891724,0.5800479650497437,0.10080058569157566,0.03960190713405609,0.7536268830299377,0.932218074798584,0.9054645895957947,0.006616339397927125,2,0.003285171097957902,256,0.03300587986238524,max,128
7,7,7_0,COMPLETED,Sobol,16.11148029511484,0.871192455291748,0.15570451319217682,0.006706276908516884,0.9870621562004089,0.6787789463996887,0.4160758852958679,0.1552289906475279,0.03960190713405609,0.7536268830299377,0.9315040707588196,0.8874020576477051,0.006594471435097081,2,0.00011271059564696324,128,0.06295743798248213,sum,128
0,0,0_0,COMPLETED,Sobol,17.532494372507145,0.8233917951583862,0.2524721920490265,0.006709863431751728,0.9820506572723389,0.22061970829963684,0.2770439088344574,0.25238548081230233,0.03960190713405609,0.7536268830299377,0.931147038936615,0.8227332830429077,0.006602124336899983,2,0.0014528509914685322,256,0.09787123410578823,sum,128
1,1,1_0,COMPLETED,Sobol,17.605424944419173,0.8738875985145569,0.080362968146801,0.04526049271225929,0.9927895665168762,0.6039649248123169,0.1593308448791504,0.07974016466350467,0.03960190713405609,0.7554147839546204,0.9749579429626465,0.9410807490348816,0.045387448467038294,4,0.00029413132884013236,512,0.020455714056727532,max,128
2,2,2_0,COMPLETED,Sobol,17.87151861745278,0.8339180946350098,0.17316336929798126,0.007761929649859667,0.9843518137931824,0.08510854840278625,0.0990462601184845,0.17256813496351242,0.03960190713405609,0.7536268830299377,0.9666445851325989,0.8178997039794922,0.00765864579524431,4,0.0048542703684471035,128,0.045971850882169055,max,128
6,6,6_0,COMPLETED,Sobol,18.23377475828898,0.8771421313285828,0.1643446981906891,0.03770488500595093,0.9934031963348389,0.11064111441373825,0.13495180010795593,0.1635888220259437,0.03960190713405609,0.7519411444664001,0.9774570465087891,0.9292765259742737,0.037877443005089405,4,0.0021138872518101184,512,0.031203678344553825,max,128
5,5,5_0,COMPLETED,Sobol,18.7167974109244,0.8194253444671631,0.08387022465467453,0.03320447355508804,0.9908974766731262,0.12975232303142548,0.14051103591918945,0.08309763421614964,0.03960190713405609,0.7532693147659302,0.9728158116340637,0.9109596014022827,0.033108846491409674,4,0.00035047997672635827,256,0.039436578351773444,max,128
22,22,22_0,COMPLETED,BoTorch,19.72498236673332,0.45746248960494995,0.13312757015228271,0.007773567456752062,0.9788801074028015,0.11145652830600739,0.09899525344371796,0.13226974472679473,0.03960190713405609,0.7536268830299377,0.8865200877189636,0.6899867653846741,0.00770363309075711,2,0.0001,128,0.1,max,128
