,mean,std
Activity_acc,0.6684019386768341,0.014733052654826538
time:timestamp_mae,0.01471190173669081,0.00013166622880886092
AVG_total_loss,0.9970071021222363,0.01417316024043131
MAE_time:timestamp,0.015077598858624697,0.0001311800212708474
