,mean,std
Activity_acc,0.5989563167095184,0.006154139700725914
time:timestamp_mae,0.015611078773968315,0.00015229345268817098
AVG_total_loss,1.1424336601906504,0.011594505514516277
MAE_time:timestamp,0.015791424363851548,0.00014588397259468735
