,mean,std
Activity_acc,0.8266194939613343,0.01060388111543097
time:timestamp_mae,0.01704282422017838,0.01272972920514702
AVG_total_loss,0.659982521213325,0.030306460420251143
MAE_time:timestamp,0.01705205808393657,0.012737405677432926
