Activity_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.8524067401885986,0.03130862923959891,0.6392702924176341,0.031382422894239426
0.8694135546684265,0.013595964936983018,0.63867958457697,0.013614426366984844
0.8245931267738342,0.044719353318214417,0.7059942150399798,0.04479721561074257
0.8333763480186462,0.011185880528674239,0.6735768136790111,0.011148680932819843
0.8536984324455261,0.017772323673679716,0.6133891014116151,0.017732050269842148
0.8434943556785583,0.006889385725593283,0.6030067374619345,0.006906905677169561
0.8608025312423706,0.010791732131370477,0.610090331351828,0.01083444431424141
0.8459915518760681,0.006874631447274061,0.58900761522264,0.006891713943332434
0.846895694732666,0.009017956132690111,0.6290017853357962,0.009084049612283707
0.8259708881378174,0.020000366494059563,0.6881864946335554,0.020098987966775894
