,mean,std
Activity_acc,1.0,0.0
time:timestamp_mae,0.022644290727718418,0.011880990829272842
AVG_total_loss,0.029999404875949646,0.011654847320815072
MAE_time:timestamp,0.022646482102572918,0.011880357346315505
