Activity_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.8371686339378357,0.01697941116678218,0.3006155527352045,0.016982363536953926
0.8313323855400085,0.012153274185645083,0.29644818988163024,0.012141491286456585
0.8317492604255676,0.008596442096556226,0.2923245064448565,0.008579732850193977
0.8371686339378357,0.009902129764668643,0.29349908127915114,0.009907432831823826
0.8317492604255676,0.020864210401972134,0.3034034116814534,0.02086244709789753
0.8371686339378357,0.036990721399585404,0.3195008182277282,0.03700217977166176
0.8317492604255676,0.025728483063479263,0.30908897922684747,0.02571108378469944
0.8313323855400085,0.021523468817273777,0.305305323873957,0.021529175341129303
0.8317492604255676,0.0223235161198924,0.30606447742320597,0.022291816771030426
0.8313323855400085,0.020041939103975892,0.3035906493508567,0.020033961161971092
