,mean,std
Activity_acc,0.6461701571941376,0.005558747805934987
REPAIR_IN_TIME_5D_acc,0.9870235025882721,0.003324815933227622
DEVICETYPE_acc,0.9390388309955597,0.003605143934330073
org:resource_acc,0.9587215423583985,0.0033936851128536874
time:timestamp_mae,0.019831412858452253,0.0016167472703415833
AVG_total_loss,1.515139757581423,0.020482390661216675
MAE_time:timestamp,0.020199555531144144,0.0016098747341398653
