,mean,std
Activity_acc,0.9161011934280395,0.005762500912167257
time:timestamp_mae,0.007086435112763535,0.000448331790380765
AVG_total_loss,0.27212908797982066,0.009609115452948723
MAE_time:timestamp,0.006936221895739436,0.00047821544308875117
