,mean,std
Activity_acc,0.9097805619239807,0.004893352376733385
time:timestamp_mae,0.007131700111891735,0.0006283395054947858
AVG_total_loss,0.2920940712390637,0.008405005818956906
MAE_time:timestamp,0.007026322558522225,0.0006571714494931037
