,mean,std
Activity_acc,0.9863361835479736,0.0009538222361296679
time:timestamp_mae,0.0064525967082855375,0.00038663636137246135
AVG_total_loss,0.10898838772607797,0.004195060426662692
MAE_time:timestamp,0.006395695032551885,0.0003805136752396474
