,mean,std
Activity_acc,0.8857147336006165,0.0035482624183337656
time:timestamp_mae,0.00786706365068399,0.0019295690495353527
AVG_total_loss,0.3981531648386624,0.012798071480136662
MAE_time:timestamp,0.007966696936637162,0.0019804271413824833
