,mean,std
Activity_acc,0.5091992646455765,0.016696858492142024
REPAIR_IN_TIME_5D_acc,0.956940770149231,0.0
DEVICETYPE_acc,0.78552525639534,0.014006512326482172
org:resource_acc,0.9189916729927063,0.004447144292275796
time:timestamp_mae,0.042817042763099854,0.010700294588414438
AVG_total_loss,3.012501465190986,0.07366912397867736
MAE_time:timestamp,0.04294956363737583,0.0107353884361615
