Activity_acc,REPAIR_IN_TIME_5D_acc,DEVICETYPE_acc,org:resource_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.754520058631897,1.0,0.905940592288971,0.9969866871833801,0.008316457345101395,1.5085913339311159,0.008374602533876896
0.7585557699203491,1.0,0.9332221746444702,0.9969866871833801,0.009426068012161474,1.5044880884478946,0.009483849629759789
0.7715777158737183,1.0,0.8921653032302856,0.9969866871833801,0.010409737140626499,1.5844122863644243,0.010472229681909084
0.7700710296630859,1.0,0.9332221746444702,0.9969866871833801,0.006903385271710393,1.460315341981569,0.006952506955713034
0.7622148394584656,1.0,0.9213302135467529,0.9969866871833801,0.007499771609314178,1.491303978683917,0.007552793715149164
0.7512914538383484,1.0,0.9141734838485718,0.9969866871833801,0.007284999457433035,1.539628618016937,0.007352856453508139
0.7551657557487488,1.0,0.9212225675582886,0.9969866871833801,0.023816885279589577,1.536554412683472,0.023867065086960793
0.7713086605072021,1.0,0.9395179152488708,0.9969866871833801,0.021608138702025537,1.4821910382199444,0.021662019193172455
0.7673805356025696,1.0,0.8908200860023499,0.9969866871833801,0.0111158464447056,1.587042795653504,0.011186299845576286
0.7547352910041809,1.0,0.9099763631820679,0.9969866871833801,0.008520326405567559,1.5349934584902305,0.008593509905040264
