,mean,std
Activity_acc,0.5673629224300385,0.009773207887546648
time:timestamp_mae,0.04205879513174295,0.00821157499118169
AVG_total_loss,1.0879794830456375,0.010558324921832212
MAE_time:timestamp,0.04053324852138758,0.009525282468237136
