Activity_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.665865421295166,0.008402048144489527,0.7752248332835734,0.00887216068804264
0.6586538553237915,0.009146938100457191,0.7817114982753992,0.010215516202151775
0.665865421295166,0.006095958640798926,0.7962387630250305,0.0065716966055333614
0.665865421295166,0.017026469111442566,0.8290490657091141,0.016716210171580315
0.665865421295166,0.011489786207675934,0.7905373051762581,0.012335209175944328
0.6586538553237915,0.006686062552034855,0.7753959009423852,0.008106227032840252
0.665865421295166,0.009773410391062498,0.7860987852327526,0.00988886971026659
0.665865421295166,0.011050360277295113,0.7939132023602724,0.011487149633467197
0.665865421295166,0.032146088778972626,0.7887642905116081,0.03207151219248772
0.6586538553237915,0.014245232101529837,0.7593869469128549,0.013549873605370522
