,trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MAE_time:timestamp,time:timestamp_mae,lr,batch_size,weight_decay,hid,layers,aggregation
19,19,19_0,COMPLETED,BoTorch,0.33615911266831466,0.916005551815033,0.03215425834059715,0.03198707467594812,0.001364249253059514,512,0.01,128,2,max
33,33,33_0,COMPLETED,BoTorch,0.34294196062309795,0.9156277775764465,0.045084305107593536,0.04501248514929483,0.003212532253653898,128,0.01,128,2,max
27,27,27_0,COMPLETED,BoTorch,0.35089329378895984,0.9178314805030823,0.049285370856523514,0.04907045608689619,0.00163340952915155,256,0.01,128,2,max
34,34,34_0,COMPLETED,BoTorch,0.3509374506944834,0.9196574687957764,0.04965142533183098,0.04939548740553301,0.0037602473357544845,128,0.01,128,2,max
24,24,24_0,COMPLETED,BoTorch,0.35120052662353185,0.9174537062644958,0.04024384543299675,0.039969752780919854,0.0018463915593885628,256,0.01,128,2,max
18,18,18_0,COMPLETED,BoTorch,0.3517435029755498,0.9183351993560791,0.04447018727660179,0.044202039364811985,0.001771055094665582,128,0.01,128,2,max
12,12,12_0,COMPLETED,BoTorch,0.3708071430581947,0.9151870012283325,0.05366368964314461,0.05357300845343013,0.0015429741349664468,128,0.01,128,2,max
35,35,35_0,COMPLETED,BoTorch,0.37292397715324577,0.9190278053283691,0.06403517723083496,0.06388064907040707,0.002589288743192261,256,0.01,128,2,max
38,38,38_0,COMPLETED,BoTorch,0.3740529731609101,0.9187759757041931,0.06555338948965073,0.06533737290044163,0.0012765392573448973,512,0.01,128,2,max
39,39,39_0,COMPLETED,BoTorch,0.37971579283475876,0.9117239713668823,0.04116813838481903,0.04102128380259802,0.00018403342486911006,128,0.01,128,2,max
23,23,23_0,COMPLETED,BoTorch,0.3802453217984632,0.9153129458427429,0.0464346744120121,0.04627280985546667,0.0017063302554174828,128,0.010825165669249138,128,2,max
14,14,14_0,COMPLETED,BoTorch,0.3807666112430567,0.910149872303009,0.044481061398983,0.04430475947988588,0.0013260766068068429,256,0.01,128,2,max
37,37,37_0,COMPLETED,BoTorch,0.38099159231019575,0.9168870449066162,0.07405726611614227,0.07384341781915621,0.003613311973108688,128,0.01,128,2,max
25,25,25_0,COMPLETED,BoTorch,0.38648502060840295,0.9083238840103149,0.04549848288297653,0.04534228856480399,0.0026977986038357964,128,0.01,128,2,max
26,26,26_0,COMPLETED,BoTorch,0.3882014602422714,0.9119128584861755,0.050903066992759705,0.05070066382718641,0.001727386944755146,256,0.011118670576549259,128,2,max
13,13,13_0,COMPLETED,BoTorch,0.3905662880387417,0.9146203398704529,0.06870884448289871,0.06854802924533222,0.0016850223464675049,128,0.01,128,2,max
22,22,22_0,COMPLETED,BoTorch,0.3906882545629213,0.9136129021644592,0.0608685277402401,0.06066183728534122,0.0014139421025477048,128,0.01,128,2,max
11,11,11_0,COMPLETED,BoTorch,0.39711104480679643,0.910149872303009,0.04751959815621376,0.04724184692252514,0.001712476718763977,128,0.012533784131210366,128,2,max
15,15,15_0,COMPLETED,BoTorch,0.40157471709819725,0.9139277338981628,0.052748993039131165,0.05259947175549906,0.0009847499839434352,512,0.01,128,2,max
31,31,31_0,COMPLETED,BoTorch,0.4035898289361665,0.912983238697052,0.059870269149541855,0.05980401312889055,0.002261437728820062,256,0.01,128,2,max
32,32,32_0,COMPLETED,BoTorch,0.40430786729205487,0.913424015045166,0.06821649521589279,0.06798788393999255,0.0013827374268074832,256,0.011852788046669206,128,2,max
28,28,28_0,COMPLETED,BoTorch,0.4066740635695846,0.9081349968910217,0.05817989632487297,0.05806570630087409,0.002292315723027127,128,0.011765711775967361,128,2,max
20,20,20_0,COMPLETED,BoTorch,0.40696290403951046,0.9126054644584656,0.06530588120222092,0.06513317787023477,0.0019061344535557035,128,0.01,128,2,max
21,21,21_0,COMPLETED,BoTorch,0.4157241361085759,0.9098979830741882,0.04842470586299896,0.048261059231536334,0.001824413254712237,512,0.01,128,2,max
17,17,17_0,COMPLETED,BoTorch,0.42549639143222984,0.9125425219535828,0.08160768449306488,0.0813642657080362,0.0005952296592349375,512,0.01,128,2,max
36,36,36_0,COMPLETED,BoTorch,0.44342205898706305,0.9072535037994385,0.06719233840703964,0.06705864709477093,0.0027058587775870926,256,0.011715948810396459,128,2,max
7,7,7_0,COMPLETED,BoTorch,0.4510314026630895,0.8998866677284241,0.03690975159406662,0.03675157823708168,0.0013763399207063153,512,0.015763549069403304,128,2,max
30,30,30_0,COMPLETED,BoTorch,0.4565267938860627,0.9078201651573181,0.10154833644628525,0.10138399084640104,0.000950322464038017,128,0.01,128,2,max
8,8,8_0,COMPLETED,BoTorch,0.4568854430040648,0.8960458040237427,0.06426344066858292,0.06402765231770138,0.00042084205833557475,256,0.01172930772096723,128,2,max
5,5,5_0,COMPLETED,Sobol,0.4667854317312324,0.8888049125671387,0.04355616495013237,0.04327296357341977,0.0039125900358181875,128,0.01989166717729456,128,2,max
9,9,9_0,COMPLETED,BoTorch,0.4863297658604245,0.9098350405693054,0.12762124836444855,0.12727603212345479,0.014853566192775324,128,0.012640755293946959,128,2,max
2,2,2_0,COMPLETED,Sobol,0.5045590837334477,0.8917012810707092,0.12271701544523239,0.12236098633256069,0.007958031792637701,512,0.010989974805367909,128,2,max
0,0,0_0,COMPLETED,Sobol,0.5763964141004307,0.8766528367996216,0.0429898165166378,0.042737086931633396,0.0001865322718407359,256,0.025570763316014895,128,2,max
