,trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MAE_time:timestamp,time:timestamp_mae,lr,batch_size,weight_decay,hid,layers,aggregation
24,24,24_0,COMPLETED,BoTorch,0.9138717639555292,0.7702245116233826,0.05996378883719444,0.060340067508017146,0.0005829001610642262,128,0.01,128,2,max
12,12,12_0,COMPLETED,BoTorch,0.9228160335205313,0.7625610828399658,0.03345979005098343,0.03352725117399198,0.0012727816509983992,128,0.010500945446043857,128,2,max
21,21,21_0,COMPLETED,BoTorch,0.9562723003327847,0.7615121006965637,0.04648970440030098,0.04665586343262254,0.00115610011472748,128,0.01,128,2,max
19,19,19_0,COMPLETED,BoTorch,1.0054063058299263,0.7440388202667236,0.06634204834699631,0.0668159013659489,0.0001,128,0.01,128,2,max
16,16,16_0,COMPLETED,BoTorch,1.0198596070361574,0.7501093149185181,0.06924304366111755,0.069713856525174,0.0001,128,0.010788313600802632,128,2,max
18,18,18_0,COMPLETED,BoTorch,1.025267956642116,0.7558786869049072,0.07405120134353638,0.07438987438998572,0.0013125144716832364,256,0.01,128,2,max
15,15,15_0,COMPLETED,BoTorch,1.0717994520758711,0.7350836396217346,0.05550636351108551,0.05572742160137107,0.0014935428314670099,128,0.01202310109434283,128,2,max
17,17,17_0,COMPLETED,BoTorch,1.074431526860813,0.7130258679389954,0.059441231191158295,0.059535411708965535,0.00040002892971869973,128,0.01,128,2,max
10,10,10_0,COMPLETED,BoTorch,1.1221912872591397,0.7242635488510132,0.06041117385029793,0.06066691571074288,0.0001,256,0.010799271444418147,128,2,max
2,2,2_0,COMPLETED,Sobol,1.129197303887184,0.7334226965904236,0.06691791862249374,0.06724309562364729,0.007958031792637701,512,0.010989974805367909,128,2,max
23,23,23_0,COMPLETED,BoTorch,1.1481235987711242,0.7271385192871094,0.10567845404148102,0.10662851836986659,0.00046500496643727925,512,0.01,128,2,max
14,14,14_0,COMPLETED,BoTorch,1.1511245195458575,0.7281972169876099,0.04985356703400612,0.05005583457830476,0.0001,128,0.012672342209604956,128,2,max
13,13,13_0,COMPLETED,BoTorch,1.156950902466367,0.7277795672416687,0.1218419075012207,0.12219144349418036,0.0029263664595864576,256,0.011024483393228405,128,2,max
7,7,7_0,COMPLETED,BoTorch,1.2115337872287122,0.7453694343566895,0.26204410195350647,0.2623578435400637,0.1,128,0.01,128,2,max
8,8,8_0,COMPLETED,BoTorch,1.2164310996488827,0.7114038467407227,0.148726686835289,0.15062968123976778,0.1,512,0.012688025249542082,128,2,max
6,6,6_0,COMPLETED,BoTorch,1.2251871697513796,0.7013704776763916,0.06999002397060394,0.07049338524116248,0.0001,256,0.01429170012845047,128,2,max
22,22,22_0,COMPLETED,BoTorch,1.3813749813451999,0.7425041794776917,0.36866527795791626,0.3705815621992437,0.1,128,0.01303742722996116,128,2,max
9,9,9_0,COMPLETED,BoTorch,1.4074198276531407,0.7320046424865723,0.4338323771953583,0.4358177737491887,0.1,512,0.01,128,2,max
5,5,5_0,COMPLETED,Sobol,1.5080073106488803,0.6503200531005859,0.0679972842335701,0.0680629924939173,0.0039125900358181875,128,0.01989166717729456,128,2,max
0,0,0_0,COMPLETED,Sobol,1.7089522763995864,0.5473644733428955,0.05400129407644272,0.05427208683657937,0.0001865322718407359,256,0.025570763316014895,128,2,max
11,11,11_0,COMPLETED,BoTorch,1.7849450209518758,0.5123887062072754,0.06667126715183258,0.06702622807607418,0.0001,512,0.017687650670178537,128,2,max
4,4,4_0,COMPLETED,Sobol,3.323703964127273,0.11045388132333755,0.13517792522907257,0.13561245344760942,0.0010138939569658027,512,0.0339721947881449,128,2,max
1,1,1_0,COMPLETED,Sobol,3.3302290911172947,0.07153472304344177,0.10688361525535583,0.10720452802573763,0.020423111474986877,128,0.043671306299421474,128,2,max
3,3,3_0,COMPLETED,Sobol,3.6195675792490563,0.07443884760141373,0.38992196321487427,0.38957121495793506,0.0020553520010210082,256,0.05724837272239779,128,2,max
20,20,20_0,COMPLETED,BoTorch,3.6452327930345767,0.07584720104932785,0.3929257392883301,0.3942147195339203,0.1,128,0.1,128,2,max
