Activity_acc,org:resource_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.89894700050354,0.7238672375679016,0.8914167284965515,0.9593809843063354,0.007340208117273592,0.013222069390827701,2.569332159900417,0.007360949646681547,0.013038095086812973
0.8971601724624634,0.7242820858955383,0.8887045383453369,0.9501595497131348,0.01579392510688021,0.041064497793004626,2.596120645646893,0.015750471502542496,0.04110732302069664
0.8917996287345886,0.7246649861335754,0.887109100818634,0.960625410079956,0.013726582972421533,0.056034420749970844,2.5872594898211814,0.013753983192145824,0.05590290576219559
0.8813018202781677,0.7160816788673401,0.8855775594711304,0.9565411806106567,0.008326300175949222,0.016608337162151224,2.625876170826987,0.008352568373084068,0.016476502642035484
0.8963624835014343,0.7192086577415466,0.8893426656723022,0.9614869356155396,0.016579090307156246,0.023936188735422633,2.558552376837248,0.01657378301024437,0.02378298155963421
0.8923101425170898,0.6957243084907532,0.8814613819122314,0.9455009698867798,0.01521088998942148,0.013561581261456013,2.693956010442759,0.01524710189551115,0.013389352709054947
0.8935864567756653,0.7140714526176453,0.887364387512207,0.9572112560272217,0.010254488459655218,0.01706788551417135,2.6366129255454456,0.010266557335853577,0.016882674768567085
0.8878430128097534,0.7067645192146301,0.891767680644989,0.9576260447502136,0.00685964220957387,0.011228307416396481,2.598142766371547,0.006926037836819887,0.011050284840166569
0.8982450366020203,0.7225909233093262,0.8883535265922546,0.959827721118927,0.0156767044571184,0.02557892201557046,2.537855000190792,0.015689611434936523,0.025357281789183617
0.8996809124946594,0.7291321158409119,0.8918953537940979,0.9591256976127625,0.010618259465055806,0.011861087000440983,2.4724367445423487,0.010640012100338936,0.011738022789359093
