Activity_acc,org:resource_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.9227359294891357,0.8001301288604736,0.9209060072898865,0.9910129308700562,0.009273419644506205,0.05453577513496081,1.7327587126000297,0.009298790246248245,0.05451854690909386
0.9217599630355835,0.7983002066612244,0.9256231784820557,0.9882070422172546,0.019554108558666138,0.025561755611782984,1.6981971020854654,0.019532406702637672,0.025347184389829636
0.9265991449356079,0.7986661791801453,0.9229393005371094,0.9900776743888855,0.008000425595257963,0.031278347064341815,1.6814282855373763,0.008012011647224426,0.031042883172631264
0.9222886562347412,0.7854092717170715,0.926395833492279,0.9902809858322144,0.00803488384311398,0.030115758734089986,1.7163202348165214,0.008067469112575054,0.030075790360569954
0.9237932562828064,0.7982594966888428,0.9189947247505188,0.9874750971794128,0.021297242403739973,0.029892951161378904,1.7054014597088099,0.02126396633684635,0.029664156958460808
0.9210280179977417,0.7856125831604004,0.9222479462623596,0.9875563979148865,0.008571408910765535,0.022809693146319615,1.7596253779761137,0.008604712784290314,0.022567909210920334
0.922329306602478,0.7903704643249512,0.9215160012245178,0.99052494764328,0.01382062007628736,0.01765310742138397,1.7181953042302103,0.01385975070297718,0.01744946651160717
0.922329306602478,0.7878491878509521,0.9250945448875427,0.9899556636810303,0.007944386452436447,0.01885992368417127,1.706578597781204,0.007972787134349346,0.01863422803580761
0.9237526059150696,0.7960229516029358,0.9264771342277527,0.9897930026054382,0.00710293526450793,0.010471690490487077,1.6285880884333026,0.0070953574031591415,0.01035873219370842
0.9257045388221741,0.7996014952659607,0.9285917282104492,0.9885730147361755,0.015099790789896534,0.01706030969286249,1.6347243121514718,0.015151923522353172,0.016948284581303596
