,mean,std
Activity_acc,0.7009277939796448,0.00860968272075061
time:timestamp_mae,0.8944484509527684,0.0475492803186664
AVG_total_loss,1.691965425759554,0.04161142331718672
MAE_time:timestamp,0.8974347829818725,0.04747806410776293
