Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss
0.6490384936332703,0.317307710647583,1.0,0.7139423489570618,0.6394230723381042,0.9639423489570618,0.9014423489570618,0.9903846383094788,0.5504807829856873,0.6826923489570618,0.8966346383094788,0.2278592735528946,15.857649395816857
0.634615421295166,0.2764423191547394,1.0,0.7139423489570618,0.665865421295166,0.9663462042808533,0.9134615659713745,0.9903846383094788,0.5817307829856873,0.6682692766189575,0.8918269276618958,0.18802984803915024,15.736040869876696
0.6394230723381042,0.3389423191547394,1.0,0.7139423489570618,0.6394230723381042,0.9591346383094788,0.8701923489570618,0.9903846383094788,0.6057692766189575,0.6802884936332703,0.8774038553237915,0.02578490972518921,15.917342751824348
0.6274038553237915,0.32451924681663513,1.0,0.661057710647583,0.6586538553237915,0.9663462042808533,0.8725962042808533,0.9903846383094788,0.5841346383094788,0.6778846383094788,0.8870192766189575,0.24814939498901367,16.874703541276467
0.6466346383094788,0.30048078298568726,1.0,0.7067307829856873,0.661057710647583,0.9663462042808533,0.8870192766189575,0.9759615659713745,0.5120192766189575,0.6586538553237915,0.8966346383094788,0.11333518475294113,15.231905809961422
0.6754807829856873,0.1850961595773697,1.0,0.7067307829856873,0.661057710647583,0.9567307829856873,0.8629807829856873,0.9687500596046448,0.38461539149284363,0.5552884936332703,0.8750000596046448,0.4843335449695587,17.583786800587255
0.6706730723381042,0.26201924681663513,1.0,0.7067307829856873,0.6730769276618958,0.9663462042808533,0.8461538553237915,0.9759615659713745,0.5384615659713745,0.5793269276618958,0.889423131942749,0.5441952645778656,16.820144106198896
0.6177884936332703,0.29567310214042664,1.0,0.7067307829856873,0.6706730723381042,0.9591346383094788,0.8725962042808533,0.9903846383094788,0.5480769276618958,0.6322115659713745,0.8918269276618958,1.4774783253669739,16.936622481791858
0.6586538553237915,0.29086539149284363,1.0,0.65625,0.5865384936332703,0.9711538553237915,0.8605769276618958,0.9903846383094788,0.5552884936332703,0.6418269276618958,0.879807710647583,1.0673683881759644,16.560216228573395
0.661057710647583,0.3052884638309479,1.0,0.661057710647583,0.6514423489570618,0.9663462042808533,0.8990384936332703,0.9903846383094788,0.5432692766189575,0.6442307829856873,0.8870192766189575,0.6211243271827698,16.25858494303698
