Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss
0.5650887489318848,0.3254438042640686,1.0,0.6272189617156982,0.44378697872161865,0.9704142212867737,0.9023668766021729,0.9911242723464966,0.5384615659713745,0.6715976595878601,0.8934911489486694,0.20618199557065964,16.91639762388523
0.5680473446846008,0.31065088510513306,1.0,0.6272189617156982,0.4704142212867737,0.9615384936332703,0.8994082808494568,0.9911242723464966,0.5828402638435364,0.665680468082428,0.8934911489486694,0.17259357124567032,17.132348529391784
0.5,0.3550295829772949,1.0,0.6272189617156982,0.4497041404247284,0.9704142212867737,0.8520710468292236,0.9911242723464966,0.5946745872497559,0.6715976595878601,0.8875739574432373,0.012256900314241648,17.029243999017154
0.5029585957527161,0.35207101702690125,1.0,0.5207100510597229,0.4822485148906708,0.9585798978805542,0.8964497447013855,0.9911242723464966,0.5710059404373169,0.6745561957359314,0.8994082808494568,0.24100566655397415,18.62324282693166
0.6005917191505432,0.2988165616989136,1.0,0.6390532851219177,0.4674556255340576,0.9644970297813416,0.9023668766021729,0.9792899489402771,0.4970414340496063,0.6538461446762085,0.8786982297897339,0.0942734144628048,17.056589526336012
0.5739644765853882,0.18934911489486694,1.0,0.6390532851219177,0.4615384638309479,0.9615384936332703,0.8491124510765076,0.9733728170394897,0.3757396638393402,0.550295889377594,0.8964497447013855,0.47822676599025726,17.843516747973297
0.5680473446846008,0.28106510639190674,1.0,0.6390532851219177,0.4585798978805542,0.9526627063751221,0.8757396340370178,0.9792899489402771,0.5207100510597229,0.5562130212783813,0.9023668766021729,0.509694904088974,18.102808943298896
0.5710059404373169,0.28994083404541016,1.0,0.6390532851219177,0.4792899489402771,0.9615384936332703,0.8934911489486694,0.9911242723464966,0.5739644765853882,0.61834317445755,0.8905325531959534,1.477162778377533,17.39587513588696
0.5177515149116516,0.3076923191547394,1.0,0.6804733872413635,0.49408283829689026,0.9644970297813416,0.8905325531959534,0.9911242723464966,0.5562130212783813,0.6301774978637695,0.8875739574432373,1.0608218908309937,17.614755590240584
0.5621302127838135,0.30177515745162964,1.0,0.5207100510597229,0.43195265531539917,0.9615384936332703,0.8994082808494568,0.9911242723464966,0.5414201021194458,0.642011821269989,0.8757396340370178,0.6159469187259674,17.293486059000287
