Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss
0.522193193435669,0.19582246243953705,0.9268929362297058,0.6997389197349548,0.5979112386703491,0.9112271666526794,0.7754569053649902,0.942558765411377,0.4308094084262848,0.5456919074058533,0.835509181022644,0.19529933482408524,23.15296459943056
0.5979112386703491,0.1749347299337387,0.9268929362297058,0.7023499011993408,0.5926892757415771,0.8381201028823853,0.767624020576477,0.8668407201766968,0.4203655421733856,0.5091384053230286,0.835509181022644,0.15954425930976868,22.78904614597559
0.4908616244792938,0.20626632869243622,0.9268929362297058,0.707571804523468,0.584856390953064,0.8172323703765869,0.7519582509994507,0.942558765411377,0.4308094084262848,0.5509138703346252,0.7284595370292664,0.20256328582763672,23.30552490055561
0.5613577365875244,0.2114882469177246,0.9268929362297058,0.6684073209762573,0.58746737241745,0.8433420658111572,0.7441253662109375,0.8668407201766968,0.4569190740585327,0.5456919074058533,0.8198433518409729,0.36205650866031647,23.736705899238586
0.5143603086471558,0.18276762962341309,0.9268929362297058,0.710182785987854,0.6057441234588623,0.8381201028823853,0.7545691728591919,0.9268929362297058,0.37597912549972534,0.5274151563644409,0.7415143847465515,0.3124530166387558,21.895877420902252
0.522193193435669,0.11227153986692429,0.9268929362297058,0.6370757222175598,0.5796344876289368,0.8224543333053589,0.7232376337051392,0.9216710329055786,0.26892951130867004,0.4360313415527344,0.8250653147697449,0.4018210470676422,22.102864637970924
0.5404700040817261,0.16971279680728912,0.9268929362297058,0.6971279382705688,0.5691906213760376,0.8381201028823853,0.7467362880706787,0.9268929362297058,0.34464752674102783,0.47519582509994507,0.7362924218177795,0.34700801968574524,23.403200827538967
0.5456919074058533,0.18798956274986267,0.9268929362297058,0.707571804523468,0.5953002572059631,0.8407310843467712,0.772845983505249,0.8511749505996704,0.3838120102882385,0.4934726059436798,0.835509181022644,0.9546154141426086,22.814042508602142
0.5091384053230286,0.1775456964969635,0.9268929362297058,0.6762402057647705,0.5613577365875244,0.9138381481170654,0.7180156707763672,0.8616188168525696,0.41253265738487244,0.5065274238586426,0.8328981995582581,0.9168440997600555,22.818105436861515
0.5404700040817261,0.19060052931308746,0.9268929362297058,0.6684073209762573,0.647519588470459,0.8328981995582581,0.770235002040863,0.942558765411377,0.3812010586261749,0.5117493271827698,0.8302872180938721,0.5403635799884796,22.207090012729168
