Activity_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.7611739039421082,0.12182985720309344,0.8335501233285124,0.12190552800893784
0.7490575909614563,0.13379055532542142,0.8614288053729318,0.13365459442138672
0.7474420666694641,0.131850157271732,0.8590037294409492,0.13184116780757904
0.7539041042327881,0.06595924462784421,0.7985851571641185,0.06575868278741837
0.7447495460510254,0.12907019528475674,0.8747752200473439,0.12897640466690063
0.7485190629959106,0.11356811428611929,0.8395516201853752,0.11345604062080383
0.744480311870575,0.13455407389185645,0.8604012802243233,0.13499699532985687
0.7590199112892151,0.11383590982718901,0.8440563035282221,0.11414666473865509
0.7584813833236694,0.056567799977280876,0.7984848682853308,0.05651101842522621
0.7536348700523376,0.11038216609846462,0.8431467407129027,0.11033701151609421
